order_line_id,order_id,order_date,customer_id,customer_segment,product_id,product_name,category,region,sales_channel,quantity,unit_price,unit_cost,discount_amount,revenue,cost,campaign,marketing_spend
LINE-0005241,ORD-003252,2025-07-29,CUST-0093,Loyal,PROD-WEL-001,Recovery Massage Kit,Wellness,South,Web,2,118.00,58.00,0.00,236.00,116.00,Organic Discovery,0.00
LINE-0005242,ORD-003253,2025-07-30,CUST-0477,Occasional,PROD-KIT-001,Essential Cookware Set,Kitchen,East,Marketplace,2,220.00,197.00,13.20,426.80,394.00,Sponsored Listings,84.70
LINE-0005243,ORD-003253,2025-07-30,CUST-0477,Occasional,PROD-OUT-001,Trail Hydration Pack,Outdoor,East,Marketplace,1,74.00,34.00,2.22,71.78,34.00,Sponsored Listings,0.00
LINE-0005244,ORD-003254,2025-07-30,CUST-0084,Loyal,PROD-KIT-003,Acacia Cutting Board,Kitchen,East,Marketplace,1,54.00,25.00,4.32,49.68,25.00,Sponsored Listings,9.27
LINE-0005245,ORD-003255,2025-07-30,CUST-0956,New,PROD-KIT-003,Acacia Cutting Board,Kitchen,East,Web,2,54.00,25.00,0.00,108.00,50.00,Organic Discovery,0.00
LINE-0005246,ORD-003255,2025-07-30,CUST-0956,New,PROD-OUT-001,Trail Hydration Pack,Outdoor,East,Web,1,74.00,34.00,0.00,74.00,34.00,Organic Discovery,0.00
LINE-0005247,ORD-003256,2025-07-30,CUST-0178,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Web,1,88.00,42.00,3.52,84.48,42.00,Email Retention,2.09
LINE-0005248,ORD-003257,2025-07-30,CUST-0137,Loyal,PROD-HOM-001,Linen Throw Set,Home,Central,Web,1,88.00,42.00,1.76,86.24,42.00,Paid Social,11.97
LINE-0005249,ORD-003258,2025-07-30,CUST-0981,New,PROD-HOM-001,Linen Throw Set,Home,Central,Web,2,88.00,42.00,0.00,176.00,84.00,Organic Discovery,0.00
LINE-0005250,ORD-003258,2025-07-30,CUST-0981,New,PROD-WEL-001,Recovery Massage Kit,Wellness,Central,Web,2,118.00,58.00,0.00,236.00,116.00,Organic Discovery,0.00
LINE-0005251,ORD-003259,2025-07-31,CUST-1125,New,PROD-HOM-001,Linen Throw Set,Home,West,Retail Pop-up,1,88.00,42.00,1.76,86.24,42.00,Local Event,14.82
LINE-0005252,ORD-003259,2025-07-31,CUST-1125,New,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,West,Retail Pop-up,2,44.00,35.00,1.76,86.24,70.00,Local Event,0.00
LINE-0005253,ORD-003260,2025-07-31,CUST-0250,Occasional,PROD-HOM-001,Linen Throw Set,Home,Central,Web,1,88.00,42.00,3.52,84.48,42.00,Email Retention,2.18
LINE-0005254,ORD-003261,2025-07-31,CUST-0236,Loyal,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,West,Web,2,68.00,30.00,0.00,136.00,60.00,Organic Discovery,0.00
LINE-0005255,ORD-003262,2025-07-31,CUST-0234,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Web,3,88.00,42.00,0.00,264.00,126.00,Organic Discovery,0.00
LINE-0005256,ORD-003263,2025-07-31,CUST-0035,Loyal,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,East,Web,1,44.00,35.00,4.40,39.60,35.00,Organic Discovery,0.00
LINE-0005257,ORD-003263,2025-07-31,CUST-0035,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,East,Web,1,220.00,197.00,0.00,220.00,197.00,Organic Discovery,0.00
LINE-0005258,ORD-003264,2025-07-31,CUST-0087,Loyal,PROD-WEL-003,Yoga Support Bundle,Wellness,East,Marketplace,1,92.00,42.00,4.60,87.40,42.00,Marketplace Boost,27.66
LINE-0005259,ORD-003265,2025-08-01,CUST-1007,New,PROD-OUT-001,Trail Hydration Pack,Outdoor,Central,Web,1,74.00,34.00,2.96,71.04,34.00,Email Retention,1.65
LINE-0005260,ORD-003266,2025-08-01,CUST-0619,New,PROD-WOR-002,Felt Desk Organizer,Workspace,East,Web,2,48.00,20.00,0.00,96.00,40.00,Organic Discovery,0.00
LINE-0005261,ORD-003266,2025-08-01,CUST-0619,New,PROD-HOM-001,Linen Throw Set,Home,East,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0005262,ORD-003267,2025-08-01,CUST-0447,Occasional,PROD-KIT-002,Glass Meal Prep Set,Kitchen,West,Retail Pop-up,1,58.00,27.00,1.16,56.84,27.00,Local Event,4.91
LINE-0005263,ORD-003268,2025-08-01,CUST-0554,Occasional,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,West,Marketplace,2,44.00,35.00,2.64,85.36,70.00,Sponsored Listings,15.60
LINE-0005264,ORD-003269,2025-08-01,CUST-0182,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Marketplace,1,88.00,42.00,2.64,85.36,42.00,Sponsored Listings,41.81
LINE-0005265,ORD-003269,2025-08-01,CUST-0182,Loyal,PROD-OUT-001,Trail Hydration Pack,Outdoor,West,Marketplace,1,74.00,34.00,2.22,71.78,34.00,Sponsored Listings,0.00
LINE-0005266,ORD-003269,2025-08-01,CUST-0182,Loyal,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,West,Marketplace,1,68.00,30.00,2.04,65.96,30.00,Sponsored Listings,0.00
LINE-0005267,ORD-003270,2025-08-02,CUST-0027,Loyal,PROD-WEL-003,Yoga Support Bundle,Wellness,East,Web,3,92.00,42.00,11.04,264.96,126.00,Email Retention,11.02
LINE-0005268,ORD-003270,2025-08-02,CUST-0027,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Web,2,88.00,42.00,7.04,168.96,84.00,Email Retention,0.00
LINE-0005269,ORD-003271,2025-08-02,CUST-0545,Occasional,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,South,Marketplace,1,44.00,35.00,2.20,41.80,35.00,Marketplace Boost,15.13
LINE-0005270,ORD-003272,2025-08-02,CUST-0851,New,PROD-HOM-001,Linen Throw Set,Home,West,Web,1,88.00,42.00,3.52,84.48,42.00,Email Retention,2.18
LINE-0005271,ORD-003273,2025-08-02,CUST-0665,New,PROD-HOM-001,Linen Throw Set,Home,Central,Retail Pop-up,1,88.00,42.00,10.56,77.44,42.00,Local Event,6.34
LINE-0005272,ORD-003274,2025-08-02,CUST-0417,Occasional,PROD-KIT-001,Essential Cookware Set,Kitchen,East,Web,1,220.00,197.00,4.40,215.60,197.00,Paid Social,52.69
LINE-0005273,ORD-003274,2025-08-02,CUST-0417,Occasional,PROD-HOM-001,Linen Throw Set,Home,East,Web,1,88.00,42.00,1.76,86.24,42.00,Paid Social,0.00
LINE-0005274,ORD-003274,2025-08-02,CUST-0417,Occasional,PROD-WOR-002,Felt Desk Organizer,Workspace,East,Web,2,48.00,20.00,1.92,94.08,40.00,Paid Social,0.00
LINE-0005275,ORD-003275,2025-08-02,CUST-0377,Occasional,PROD-KIT-002,Glass Meal Prep Set,Kitchen,Central,Web,1,58.00,27.00,1.16,56.84,27.00,Paid Social,8.52
LINE-0005276,ORD-003276,2025-08-03,CUST-0156,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,East,Web,1,220.00,197.00,0.00,220.00,197.00,Organic Discovery,0.00
LINE-0005277,ORD-003276,2025-08-03,CUST-0156,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0005278,ORD-003276,2025-08-03,CUST-0156,Loyal,PROD-KIT-002,Glass Meal Prep Set,Kitchen,East,Web,2,58.00,27.00,0.00,116.00,54.00,Organic Discovery,0.00
LINE-0005279,ORD-003276,2025-08-03,CUST-0156,Loyal,PROD-WOR-002,Felt Desk Organizer,Workspace,East,Web,2,48.00,20.00,4.80,91.20,40.00,Organic Discovery,0.00
LINE-0005280,ORD-003277,2025-08-03,CUST-0550,Occasional,PROD-KIT-002,Glass Meal Prep Set,Kitchen,East,Web,1,58.00,27.00,0.00,58.00,27.00,Organic Discovery,0.00
LINE-0005281,ORD-003278,2025-08-03,CUST-0257,Occasional,PROD-WOR-001,Focus Desk Lamp,Workspace,East,Web,1,96.00,42.00,0.00,96.00,42.00,Organic Discovery,0.00
LINE-0005282,ORD-003279,2025-08-03,CUST-0037,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Marketplace,1,88.00,42.00,2.64,85.36,42.00,Sponsored Listings,15.16
LINE-0005283,ORD-003280,2025-08-03,CUST-0070,Loyal,PROD-HOM-002,Stoneware Serving Bowl,Home,West,Marketplace,1,62.00,31.00,4.96,57.04,31.00,Sponsored Listings,24.01
LINE-0005284,ORD-003280,2025-08-03,CUST-0070,Loyal,PROD-OUT-001,Trail Hydration Pack,Outdoor,West,Marketplace,1,74.00,34.00,2.22,71.78,34.00,Sponsored Listings,0.00
LINE-0005285,ORD-003281,2025-08-03,CUST-0139,,PROD-KIT-001,Essential Cookware Set,Kitchen,Central,Marketplace,1,220.00,197.00,6.60,213.40,197.00,Sponsored Listings,55.61
LINE-0005286,ORD-003281,2025-08-03,CUST-0139,,PROD-WOR-001,Focus Desk Lamp,Workspace,Central,Marketplace,1,96.00,42.00,7.68,88.32,42.00,Sponsored Listings,0.00
LINE-0005287,ORD-003282,2025-08-04,CUST-0008,Loyal,PROD-HOM-001,Linen Throw Set,Home,Central,Marketplace,1,88.00,42.00,2.64,85.36,42.00,Sponsored Listings,43.98
LINE-0005288,ORD-003282,2025-08-04,CUST-0008,Loyal,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,Central,Marketplace,1,68.00,30.00,2.04,65.96,30.00,Sponsored Listings,0.00
LINE-0005289,ORD-003282,2025-08-04,CUST-0008,Loyal,PROD-WOR-002,Felt Desk Organizer,Workspace,Central,Marketplace,1,48.00,20.00,1.44,46.56,20.00,Sponsored Listings,0.00
LINE-0005290,ORD-003282,2025-08-04,CUST-0008,Loyal,PROD-HOM-002,Stoneware Serving Bowl,Home,Central,Marketplace,1,62.00,31.00,4.96,57.04,31.00,Sponsored Listings,0.00
LINE-0005291,ORD-003283,2025-08-04,CUST-0187,Loyal,PROD-WOR-002,Felt Desk Organizer,Workspace,West,Marketplace,1,48.00,20.00,1.44,46.56,20.00,Sponsored Listings,20.14
LINE-0005292,ORD-003283,2025-08-04,CUST-0187,Loyal,PROD-OUT-001,Trail Hydration Pack,Outdoor,West,Marketplace,1,74.00,34.00,2.22,71.78,34.00,Sponsored Listings,0.00
LINE-0005293,ORD-003284,2025-08-04,CUST-0112,Loyal,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,Central,Web,1,68.00,30.00,4.76,63.24,30.00,Paid Social,9.22
LINE-0005294,ORD-003285,2025-08-04,CUST-0224,Loyal,PROD-KIT-002,Glass Meal Prep Set,Kitchen,West,Web,1,58.00,27.00,2.32,55.68,27.00,Email Retention,1.45
LINE-0005295,ORD-003286,2025-08-04,CUST-0103,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Web,2,88.00,42.00,7.04,168.96,84.00,Email Retention,11.47
LINE-0005296,ORD-003286,2025-08-04,CUST-0103,Loyal,PROD-KIT-002,Glass Meal Prep Set,Kitchen,West,Web,1,58.00,27.00,2.32,55.68,27.00,Email Retention,0.00
LINE-0005297,ORD-003286,2025-08-04,CUST-0103,Loyal,PROD-WEL-001,Recovery Massage Kit,Wellness,West,Web,2,118.00,58.00,9.44,226.56,116.00,Email Retention,0.00
LINE-0005298,ORD-003287,2025-08-04,CUST-0904,New,PROD-HOM-001,Linen Throw Set,Home,West,Web,1,88.00,42.00,3.52,84.48,42.00,Email Retention,12.16
LINE-0005299,ORD-003287,2025-08-04,CUST-0904,New,PROD-KIT-001,Essential Cookware Set,Kitchen,West,Web,1,220.00,197.00,8.80,211.20,197.00,Email Retention,0.00
LINE-0005300,ORD-003287,2025-08-04,CUST-0904,New,PROD-HOM-002,Stoneware Serving Bowl,Home,West,Web,3,62.00,31.00,16.74,169.26,93.00,Email Retention,0.00
LINE-0005301,ORD-003288,2025-08-05,CUST-0185,Loyal,PROD-WEL-003,Yoga Support Bundle,Wellness,Central,Web,2,92.00,42.00,7.36,176.64,84.00,Email Retention,4.14
LINE-0005302,ORD-003289,2025-08-05,CUST-0216,Loyal,PROD-OUT-001,Trail Hydration Pack,Outdoor,Central,Web,2,74.00,34.00,0.00,148.00,68.00,Organic Discovery,0.00
LINE-0005303,ORD-003290,2025-08-05,CUST-0171,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,Central,Web,1,220.00,197.00,0.00,220.00,197.00,Organic Discovery,0.00
LINE-0005304,ORD-003290,2025-08-05,CUST-0171,Loyal,PROD-OUT-001,Trail Hydration Pack,Outdoor,Central,Web,1,74.00,34.00,0.00,74.00,34.00,Organic Discovery,0.00
LINE-0005305,ORD-003291,2025-08-05,CUST-0114,Loyal,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,West,Web,1,44.00,35.00,0.00,44.00,35.00,Organic Discovery,0.00
LINE-0005306,ORD-003291,2025-08-05,CUST-0114,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Web,2,88.00,42.00,0.00,176.00,84.00,Organic Discovery,0.00
LINE-0005307,ORD-003292,2025-08-05,CUST-0139,,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,East,Web,3,44.00,35.00,5.28,126.72,105.00,Email Retention,3.14
LINE-0005308,ORD-003293,2025-08-05,CUST-0032,Loyal,PROD-KIT-003,Acacia Cutting Board,Kitchen,East,Web,1,54.00,25.00,0.00,54.00,25.00,Organic Discovery,0.00
LINE-0005309,ORD-003293,2025-08-05,CUST-0032,Loyal,PROD-WOR-001,Focus Desk Lamp,Workspace,East,Web,1,96.00,42.00,0.00,96.00,42.00,Organic Discovery,0.00
LINE-0005310,ORD-003294,2025-08-05,CUST-0193,Loyal,PROD-WOR-001,Focus Desk Lamp,Workspace,West,Marketplace,1,96.00,42.00,9.60,86.40,42.00,Marketplace Boost,28.86
LINE-0005311,ORD-003295,2025-08-06,CUST-0126,Loyal,PROD-KIT-003,Acacia Cutting Board,Kitchen,East,Web,1,54.00,25.00,0.00,54.00,25.00,Organic Discovery,0.00
LINE-0005312,ORD-003295,2025-08-06,CUST-0126,Loyal,PROD-OUT-001,Trail Hydration Pack,Outdoor,East,Web,2,74.00,34.00,0.00,148.00,68.00,Organic Discovery,0.00
LINE-0005313,ORD-003296,2025-08-06,CUST-0161,,PROD-KIT-003,Acacia Cutting Board,Kitchen,Central,Web,1,54.00,25.00,2.16,51.84,25.00,Email Retention,1.37
LINE-0005314,ORD-003297,2025-08-06,CUST-0830,New,PROD-HOM-001,Linen Throw Set,Home,West,Retail Pop-up,1,88.00,42.00,0.00,88.00,42.00,Community Referral,4.39
LINE-0005315,ORD-003297,2025-08-06,CUST-0830,New,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,West,Retail Pop-up,1,68.00,30.00,0.00,68.00,30.00,Community Referral,0.00
LINE-0005316,ORD-003298,2025-08-06,CUST-0553,Occasional,PROD-KIT-003,Acacia Cutting Board,Kitchen,West,Marketplace,1,54.00,25.00,1.62,52.38,25.00,Sponsored Listings,51.30
LINE-0005317,ORD-003298,2025-08-06,CUST-0553,Occasional,PROD-KIT-002,Glass Meal Prep Set,Kitchen,West,Marketplace,2,58.00,27.00,3.48,112.52,54.00,Sponsored Listings,0.00
LINE-0005318,ORD-003298,2025-08-06,CUST-0553,Occasional,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,West,Marketplace,2,68.00,30.00,4.08,131.92,60.00,Sponsored Listings,0.00
LINE-0005319,ORD-003299,2025-08-06,CUST-0955,New,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,West,Web,1,44.00,35.00,3.08,40.92,35.00,Paid Social,5.72
LINE-0005320,ORD-003300,2025-08-07,CUST-0076,Loyal,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,East,Marketplace,1,44.00,35.00,1.32,42.68,35.00,Sponsored Listings,7.36
LINE-0005321,ORD-003301,2025-08-07,CUST-0223,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Web,1,88.00,42.00,3.52,84.48,42.00,Email Retention,2.03
LINE-0005322,ORD-003302,2025-08-07,CUST-0404,Occasional,PROD-HOM-001,Linen Throw Set,Home,Central,Web,3,88.00,42.00,23.76,240.24,126.00,,5.68
LINE-0005323,ORD-003303,2025-08-07,CUST-0028,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0005324,ORD-003303,2025-08-07,CUST-0028,Loyal,PROD-KIT-002,Glass Meal Prep Set,Kitchen,West,Web,1,58.00,27.00,0.00,58.00,27.00,Organic Discovery,0.00
LINE-0005325,ORD-003304,2025-08-07,CUST-0192,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,East,Marketplace,1,220.00,197.00,6.60,213.40,197.00,Sponsored Listings,41.33
LINE-0005326,ORD-003305,2025-08-07,CUST-0539,Occasional,PROD-HOM-001,Linen Throw Set,Home,West,Marketplace,2,88.00,42.00,8.80,167.20,84.00,,57.04
LINE-0005327,ORD-003306,2025-08-07,CUST-0225,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,West,Web,1,220.00,197.00,15.40,204.60,197.00,Paid Social,28.73
LINE-0005328,ORD-003307,2025-08-08,CUST-0064,Loyal,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,Central,Web,1,44.00,35.00,0.00,44.00,35.00,Organic Discovery,0.00
LINE-0005329,ORD-003307,2025-08-08,CUST-0064,Loyal,PROD-HOM-001,Linen Throw Set,Home,Central,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0005330,ORD-003308,2025-08-08,CUST-1145,New,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,East,Marketplace,1,68.00,30.00,3.40,64.60,30.00,Marketplace Boost,42.24
LINE-0005331,ORD-003308,2025-08-08,CUST-1145,New,PROD-WEL-002,Botanical Bath Set,Wellness,East,Marketplace,1,64.00,28.00,9.60,54.40,28.00,Marketplace Boost,0.00
LINE-0005332,ORD-003309,2025-08-08,CUST-0377,Occasional,PROD-HOM-001,Linen Throw Set,Home,West,Retail Pop-up,2,88.00,42.00,3.52,172.48,84.00,Local Event,13.23
LINE-0005333,ORD-003310,2025-08-08,CUST-0474,Occasional,PROD-KIT-002,Glass Meal Prep Set,Kitchen,West,Web,1,58.00,27.00,0.00,58.00,27.00,Organic Discovery,0.00
LINE-0005334,ORD-003310,2025-08-08,CUST-0474,Occasional,PROD-HOM-002,Stoneware Serving Bowl,Home,West,Web,1,62.00,31.00,0.00,62.00,31.00,Organic Discovery,0.00
LINE-0005335,ORD-003311,2025-08-08,CUST-0064,Loyal,PROD-KIT-001,Essential Cookware Set,Kitchen,East,Web,1,220.00,197.00,11.00,209.00,197.00,Organic Discovery,0.00
LINE-0005336,ORD-003312,2025-08-08,CUST-0544,Occasional,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,West,Retail Pop-up,1,68.00,30.00,0.00,68.00,30.00,Community Referral,1.99
LINE-0005337,ORD-003313,2025-08-08,CUST-0534,Occasional,PROD-KIT-003,Acacia Cutting Board,Kitchen,East,Web,1,54.00,25.00,2.16,51.84,25.00,Email Retention,5.39
LINE-0005338,ORD-003313,2025-08-08,CUST-0534,Occasional,PROD-HOM-001,Linen Throw Set,Home,East,Web,2,88.00,42.00,7.04,168.96,84.00,Email Retention,0.00
LINE-0005339,ORD-003314,2025-08-09,CUST-0936,New,PROD-KIT-003,Acacia Cutting Board,Kitchen,East,Marketplace,1,54.00,25.00,4.32,49.68,25.00,Sponsored Listings,71.12
LINE-0005340,ORD-003314,2025-08-09,CUST-0936,New,PROD-HOM-001,Linen Throw Set,Home,East,Marketplace,2,88.00,42.00,5.28,170.72,84.00,Sponsored Listings,0.00
LINE-0005341,ORD-003314,2025-08-09,CUST-0936,New,PROD-KIT-002,Glass Meal Prep Set,Kitchen,East,Marketplace,1,58.00,27.00,1.74,56.26,27.00,Sponsored Listings,0.00
LINE-0005342,ORD-003314,2025-08-09,CUST-0936,New,PROD-WOR-001,Focus Desk Lamp,Workspace,East,Marketplace,1,96.00,42.00,2.88,93.12,42.00,Sponsored Listings,0.00
LINE-0005343,ORD-003315,2025-08-09,CUST-0096,Loyal,PROD-OUT-001,Trail Hydration Pack,Outdoor,East,Web,1,74.00,34.00,1.48,72.52,34.00,Paid Social,39.15
LINE-0005344,ORD-003315,2025-08-09,CUST-0096,Loyal,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,East,Web,1,44.00,35.00,0.88,43.12,35.00,Paid Social,0.00
LINE-0005345,ORD-003315,2025-08-09,CUST-0096,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Web,2,88.00,42.00,3.52,172.48,84.00,Paid Social,0.00
LINE-0005346,ORD-003316,2025-08-09,CUST-0530,Occasional,PROD-HOM-002,Stoneware Serving Bowl,Home,West,Web,1,62.00,31.00,2.48,59.52,31.00,Email Retention,3.11
LINE-0005347,ORD-003316,2025-08-09,CUST-0530,Occasional,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,West,Web,1,68.00,30.00,2.72,65.28,30.00,Email Retention,0.00
LINE-0005348,ORD-003317,2025-08-09,CUST-0749,New,PROD-HOM-001,Linen Throw Set,Home,East,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0005349,ORD-003318,2025-08-09,CUST-0766,New,PROD-HOM-001,Linen Throw Set,Home,Central,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0005350,ORD-003319,2025-08-09,CUST-1033,New,PROD-HOM-001,Linen Throw Set,Home,South,Marketplace,1,88.00,42.00,2.64,85.36,42.00,Sponsored Listings,59.48
LINE-0005351,ORD-003319,2025-08-09,CUST-1033,New,PROD-KIT-002,Glass Meal Prep Set,Kitchen,South,Marketplace,1,58.00,27.00,1.74,56.26,27.00,Sponsored Listings,0.00
LINE-0005352,ORD-003319,2025-08-09,CUST-1033,New,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,South,Marketplace,2,44.00,35.00,2.64,85.36,70.00,Sponsored Listings,0.00
LINE-0005353,ORD-003319,2025-08-09,CUST-1033,New,PROD-HOM-002,Stoneware Serving Bowl,Home,South,Marketplace,2,62.00,31.00,3.72,120.28,62.00,Sponsored Listings,0.00
LINE-0005354,ORD-003320,2025-08-10,CUST-0439,Occasional,PROD-HOM-001,Linen Throw Set,Home,West,Retail Pop-up,2,88.00,42.00,12.32,163.68,84.00,Local Event,35.81
LINE-0005355,ORD-003320,2025-08-10,CUST-0439,Occasional,PROD-WOR-003,Ergonomic Laptop Stand,Workspace,West,Retail Pop-up,1,82.00,38.00,1.64,80.36,38.00,Local Event,0.00
LINE-0005356,ORD-003320,2025-08-10,CUST-0439,Occasional,PROD-KIT-001,Essential Cookware Set,Kitchen,West,Retail Pop-up,1,220.00,197.00,15.40,204.60,197.00,Local Event,0.00
LINE-0005357,ORD-003321,2025-08-10,CUST-0153,Loyal,PROD-KIT-002,Glass Meal Prep Set,Kitchen,West,Web,1,58.00,27.00,0.00,58.00,27.00,Organic Discovery,0.00
LINE-0005358,ORD-003322,2025-08-10,CUST-0261,Occasional,PROD-OUT-001,Trail Hydration Pack,Outdoor,West,Web,1,74.00,34.00,1.48,72.52,34.00,Paid Social,20.39
LINE-0005359,ORD-003322,2025-08-10,CUST-0261,Occasional,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,West,Web,1,68.00,30.00,4.76,63.24,30.00,Paid Social,0.00
LINE-0005360,ORD-003323,2025-08-10,CUST-1176,New,PROD-WOR-001,Focus Desk Lamp,Workspace,East,Web,1,96.00,42.00,4.80,91.20,42.00,Organic Discovery,0.00
LINE-0005361,ORD-003324,2025-08-10,CUST-0028,Loyal,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,West,Retail Pop-up,1,68.00,30.00,1.36,66.64,30.00,Local Event,5.75
LINE-0005362,ORD-003325,2025-08-10,CUST-0333,Occasional,PROD-HOM-001,Linen Throw Set,Home,East,Web,3,88.00,42.00,10.56,253.44,126.00,Email Retention,6.24
LINE-0005363,ORD-003326,2025-08-10,CUST-0377,Occasional,PROD-KIT-003,Acacia Cutting Board,Kitchen,West,Marketplace,1,54.00,25.00,1.62,52.38,25.00,Sponsored Listings,10.18
LINE-0005364,ORD-003327,2025-08-11,CUST-1068,New,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,West,Web,1,68.00,30.00,2.72,65.28,30.00,Email Retention,1.52
LINE-0005365,ORD-003328,2025-08-11,CUST-0059,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Retail Pop-up,2,88.00,42.00,3.52,172.48,84.00,Local Event,14.06
LINE-0005366,ORD-003329,2025-08-11,CUST-0170,Loyal,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,West,Web,1,68.00,30.00,0.00,68.00,30.00,Organic Discovery,0.00
LINE-0005367,ORD-003329,2025-08-11,CUST-0170,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0005368,ORD-003329,2025-08-11,CUST-0170,Loyal,PROD-OUT-003,Enamel Camp Mug Set,Outdoor,West,Web,1,44.00,35.00,0.00,44.00,35.00,Organic Discovery,0.00
LINE-0005369,ORD-003330,2025-08-11,CUST-0824,New,PROD-HOM-001,Linen Throw Set,Home,West,Web,1,88.00,42.00,1.76,86.24,42.00,Paid Social,12.95
LINE-0005370,ORD-003331,2025-08-11,CUST-0164,Loyal,PROD-OUT-002,Weatherproof Picnic Blanket,Outdoor,West,Web,1,68.00,30.00,2.72,65.28,30.00,Email Retention,4.10
LINE-0005371,ORD-003331,2025-08-11,CUST-0164,Loyal,PROD-WOR-002,Felt Desk Organizer,Workspace,West,Web,2,48.00,20.00,3.84,92.16,40.00,Email Retention,0.00
LINE-0005372,ORD-003332,2025-08-11,CUST-0126,Loyal,PROD-WOR-001,Focus Desk Lamp,Workspace,Central,Retail Pop-up,1,96.00,42.00,4.80,91.20,42.00,Community Referral,2.66
LINE-0005373,ORD-003333,2025-08-12,CUST-0001,Loyal,PROD-HOM-001,Linen Throw Set,Home,East,Retail Pop-up,1,88.00,42.00,1.76,86.24,42.00,Local Event,6.51
LINE-0005374,ORD-003334,2025-08-13,CUST-1103,New,PROD-KIT-002,Glass Meal Prep Set,Kitchen,Central,Web,1,58.00,27.00,0.00,58.00,27.00,Organic Discovery,0.00
LINE-0005375,ORD-003335,2025-08-13,CUST-0015,Loyal,PROD-HOM-001,Linen Throw Set,Home,Central,Web,1,88.00,42.00,0.00,88.00,42.00,Organic Discovery,0.00
LINE-0005376,ORD-003336,2025-08-13,CUST-0156,Loyal,PROD-HOM-001,Linen Throw Set,Home,West,Marketplace,1,88.00,42.00,2.64,85.36,42.00,Sponsored Listings,20.10
LINE-0005377,ORD-003336,2025-08-13,CUST-0156,Loyal,PROD-HOM-003,Everyday Candle Trio,Home,West,Marketplace,1,36.00,14.00,1.08,34.92,14.00,Sponsored Listings,0.00
LINE-0005378,ORD-003337,2025-08-13,CUST-0216,Loyal,PROD-KIT-003,Acacia Cutting Board,Kitchen,West,Web,2,54.00,25.00,0.00,108.00,50.00,Organic Discovery,0.00
LINE-0005379,ORD-003337,2025-08-13,CUST-0216,Loyal,PROD-WEL-001,Recovery Massage Kit,Wellness,West,Web,2,118.00,58.00,11.80,224.20,116.00,Organic Discovery,0.00
LINE-0005380,ORD-003338,2025-08-13,CUST-0516,Occasional,PROD-HOM-001,Linen Throw Set,Home,East,Web,1,88.00,42.00,1.76,86.24,42.00,Paid Social,12.47
